alert_id,entity_id,asset_id,category,severity,created_at,first_ack_at,closed_at,disposition,escalated,escalated_at,case_id
AL-000327,CSE-006,AST-006-2,intrusion,low,2026-08-05T03:28:00+00:00,2026-08-05T03:33:00+00:00,2026-08-05T12:55:00+00:00,false_positive,False,,
AL-000328,CSE-006,AST-006-3,DoS,low,2026-08-10T11:41:00+00:00,2026-08-10T11:46:00+00:00,2026-08-10T18:19:00+00:00,false_positive,False,,
AL-000329,CSE-006,AST-006-2,DoS,low,2026-08-12T13:23:00+00:00,2026-08-12T13:28:00+00:00,2026-08-12T19:36:00+00:00,false_positive,False,,
AL-000330,CSE-006,AST-006-1,malware,low,2026-08-24T06:50:00+00:00,2026-08-24T06:55:00+00:00,2026-08-24T13:00:00+00:00,false_positive,False,,
AL-000331,CSE-006,AST-006-2,DoS,critical,2026-08-27T16:38:00+00:00,2026-08-27T16:43:00+00:00,2026-08-28T00:52:00+00:00,benign,False,,
AL-000332,CSE-006,AST-006-3,phishing,medium,2026-08-23T09:22:00+00:00,2026-08-23T09:27:00+00:00,2026-08-23T11:05:00+00:00,benign,False,,
AL-000333,CSE-006,AST-006-1,phishing,medium,2026-08-20T01:35:00+00:00,2026-08-20T01:40:00+00:00,2026-08-20T06:26:00+00:00,true_positive,False,,
AL-000334,CSE-006,AST-006-3,phishing,critical,2026-08-19T18:57:00+00:00,2026-08-19T19:02:00+00:00,2026-08-20T03:14:00+00:00,benign,False,,
AL-000335,CSE-006,AST-006-3,DoS,high,2026-08-21T17:59:00+00:00,2026-08-21T18:04:00+00:00,2026-08-22T01:45:00+00:00,unresolved,False,,
AL-000336,CSE-006,AST-006-3,malware,low,2026-08-04T01:32:00+00:00,2026-08-04T01:37:00+00:00,2026-08-04T03:35:00+00:00,benign,False,,
AL-000337,CSE-006,AST-006-2,DoS,high,2026-08-09T13:23:00+00:00,2026-08-09T13:28:00+00:00,2026-08-09T21:00:00+00:00,false_positive,False,,
AL-000338,CSE-006,AST-006-3,DoS,low,2026-08-17T14:17:00+00:00,2026-08-17T14:22:00+00:00,2026-08-17T16:49:00+00:00,false_positive,False,,
AL-000339,CSE-006,AST-006-3,phishing,low,2026-08-25T00:13:00+00:00,2026-08-25T00:18:00+00:00,2026-08-25T02:59:00+00:00,true_positive,False,,
AL-000340,CSE-006,AST-006-2,DoS,high,2026-08-05T08:22:00+00:00,2026-08-05T08:27:00+00:00,2026-08-05T14:58:00+00:00,unresolved,False,,
AL-000341,CSE-006,AST-006-1,phishing,low,2026-08-20T00:05:00+00:00,2026-08-20T00:10:00+00:00,2026-08-20T09:34:00+00:00,benign,False,,
AL-000342,CSE-006,AST-006-2,DoS,high,2026-08-19T05:55:00+00:00,2026-08-19T06:00:00+00:00,2026-08-19T15:16:00+00:00,benign,False,,
AL-000343,CSE-006,AST-006-2,malware,medium,2026-08-16T11:53:00+00:00,2026-08-16T11:58:00+00:00,2026-08-16T20:38:00+00:00,false_positive,False,,
AL-000344,CSE-006,AST-006-1,phishing,low,2026-08-19T03:31:00+00:00,2026-08-19T03:36:00+00:00,2026-08-19T11:01:00+00:00,benign,False,,
AL-000345,CSE-006,AST-006-1,malware,critical,2026-08-17T13:32:00+00:00,2026-08-17T13:37:00+00:00,2026-08-17T22:53:00+00:00,true_positive,True,2026-08-17T14:02:00+00:00,
AL-000346,CSE-006,AST-006-1,phishing,critical,2026-08-05T13:12:00+00:00,2026-08-05T13:17:00+00:00,2026-08-05T21:45:00+00:00,false_positive,False,,
AL-000347,CSE-006,AST-006-2,malware,critical,2026-08-03T08:26:00+00:00,2026-08-03T08:31:00+00:00,2026-08-03T17:31:00+00:00,true_positive,True,2026-08-03T08:56:00+00:00,
AL-000348,CSE-006,AST-006-2,DoS,low,2026-08-03T10:42:00+00:00,2026-08-03T10:47:00+00:00,2026-08-03T12:16:00+00:00,false_positive,False,,
AL-000349,CSE-006,AST-006-2,DoS,medium,2026-08-22T22:29:00+00:00,2026-08-22T22:34:00+00:00,2026-08-23T04:19:00+00:00,true_positive,False,,
AL-000350,CSE-006,AST-006-2,malware,high,2026-08-05T11:21:00+00:00,2026-08-05T11:26:00+00:00,2026-08-05T20:30:00+00:00,false_positive,False,,
AL-000351,CSE-006,AST-006-2,DoS,low,2026-08-27T20:58:00+00:00,2026-08-27T21:03:00+00:00,2026-08-28T01:37:00+00:00,unresolved,False,,
AL-000352,CSE-006,AST-006-2,intrusion,high,2026-08-19T12:42:00+00:00,2026-08-19T12:47:00+00:00,2026-08-19T20:30:00+00:00,true_positive,False,,
AL-000353,CSE-006,AST-006-3,malware,medium,2026-08-25T02:50:00+00:00,2026-08-25T02:55:00+00:00,2026-08-25T09:42:00+00:00,false_positive,False,,
AL-000354,CSE-006,AST-006-3,malware,low,2026-08-08T05:44:00+00:00,2026-08-08T05:49:00+00:00,2026-08-08T13:13:00+00:00,unresolved,False,,
AL-000355,CSE-006,AST-006-1,phishing,medium,2026-08-06T15:47:00+00:00,2026-08-06T15:52:00+00:00,2026-08-06T17:44:00+00:00,false_positive,False,,
AL-000356,CSE-006,AST-006-2,DoS,critical,2026-08-03T08:02:00+00:00,2026-08-03T08:07:00+00:00,2026-08-03T14:53:00+00:00,false_positive,False,,
AL-000357,CSE-006,AST-006-2,phishing,low,2026-08-18T06:28:00+00:00,2026-08-18T06:33:00+00:00,2026-08-18T14:04:00+00:00,false_positive,False,,
AL-000358,CSE-006,AST-006-3,intrusion,low,2026-08-12T00:14:00+00:00,2026-08-12T00:19:00+00:00,2026-08-12T06:36:00+00:00,false_positive,False,,
AL-000359,CSE-006,AST-006-1,phishing,medium,2026-08-04T11:52:00+00:00,2026-08-04T11:57:00+00:00,2026-08-04T19:19:00+00:00,benign,False,,
AL-000360,CSE-006,AST-006-1,DoS,high,2026-08-11T16:52:00+00:00,2026-08-11T16:57:00+00:00,2026-08-12T02:12:00+00:00,benign,False,,
AL-000361,CSE-006,AST-006-3,phishing,low,2026-08-08T03:44:00+00:00,2026-08-08T03:49:00+00:00,2026-08-08T10:24:00+00:00,benign,False,,
AL-000362,CSE-006,AST-006-2,DoS,medium,2026-08-03T12:47:00+00:00,2026-08-03T12:52:00+00:00,2026-08-03T22:25:00+00:00,false_positive,False,,
AL-000363,CSE-006,AST-006-2,malware,critical,2026-08-30T10:00:00+00:00,2026-08-30T10:00:00+00:00,2026-08-30T13:00:00+00:00,true_positive,False,,
AL-000364,CSE-007,AST-007-2,phishing,high,2026-08-19T18:57:00+00:00,2026-08-19T19:02:00+00:00,2026-08-20T01:42:00+00:00,true_positive,False,,
AL-000365,CSE-007,AST-007-1,malware,low,2026-08-08T21:21:00+00:00,2026-08-08T21:26:00+00:00,2026-08-09T01:49:00+00:00,benign,False,,
AL-000366,CSE-007,AST-007-1,DoS,high,2026-08-08T19:55:00+00:00,2026-08-08T20:00:00+00:00,2026-08-09T03:46:00+00:00,true_positive,False,,
AL-000367,CSE-007,AST-007-1,phishing,low,2026-08-07T05:31:00+00:00,2026-08-07T05:36:00+00:00,2026-08-07T07:54:00+00:00,false_positive,False,,
AL-000368,CSE-007,AST-007-3,DoS,high,2026-08-25T00:26:00+00:00,2026-08-25T00:31:00+00:00,2026-08-25T09:08:00+00:00,true_positive,False,,
AL-000369,CSE-007,AST-007-1,malware,medium,2026-08-20T03:04:00+00:00,2026-08-20T03:09:00+00:00,2026-08-20T11:17:00+00:00,false_positive,False,,
AL-000370,CSE-007,AST-007-2,malware,low,2026-08-21T13:25:00+00:00,2026-08-21T13:30:00+00:00,2026-08-21T20:46:00+00:00,benign,False,,
AL-000371,CSE-007,AST-007-3,malware,medium,2026-08-28T11:20:00+00:00,2026-08-28T11:25:00+00:00,2026-08-28T14:29:00+00:00,benign,False,,
AL-000372,CSE-007,AST-007-3,intrusion,medium,2026-08-06T20:43:00+00:00,2026-08-06T20:48:00+00:00,2026-08-07T01:40:00+00:00,false_positive,False,,
AL-000373,CSE-007,AST-007-2,phishing,low,2026-08-20T00:53:00+00:00,2026-08-20T00:58:00+00:00,2026-08-20T03:57:00+00:00,false_positive,False,,
AL-000374,CSE-007,AST-007-2,malware,high,2026-08-23T12:19:00+00:00,2026-08-23T12:24:00+00:00,2026-08-23T22:08:00+00:00,false_positive,False,,
AL-000375,CSE-007,AST-007-3,malware,low,2026-08-30T01:58:00+00:00,2026-08-30T02:03:00+00:00,2026-08-30T06:54:00+00:00,false_positive,False,,
AL-000376,CSE-007,AST-007-3,malware,critical,2026-08-14T20:38:00+00:00,2026-08-14T20:43:00+00:00,2026-08-15T05:50:00+00:00,benign,False,,
AL-000377,CSE-007,AST-007-3,DoS,critical,2026-08-05T08:27:00+00:00,2026-08-05T08:32:00+00:00,2026-08-05T13:55:00+00:00,benign,False,,
AL-000378,CSE-007,AST-007-3,malware,medium,2026-08-15T21:02:00+00:00,2026-08-15T21:07:00+00:00,2026-08-16T05:09:00+00:00,true_positive,False,,
AL-000379,CSE-007,AST-007-2,phishing,medium,2026-08-13T15:53:00+00:00,2026-08-13T15:58:00+00:00,2026-08-13T21:10:00+00:00,false_positive,False,,
AL-000380,CSE-007,AST-007-2,malware,high,2026-08-08T08:38:00+00:00,2026-08-08T08:43:00+00:00,2026-08-08T18:28:00+00:00,false_positive,False,,
AL-000381,CSE-007,AST-007-1,DoS,high,2026-08-07T12:05:00+00:00,2026-08-07T12:10:00+00:00,2026-08-07T19:13:00+00:00,benign,False,,
AL-000382,CSE-007,AST-007-3,phishing,medium,2026-08-25T20:25:00+00:00,2026-08-25T20:30:00+00:00,2026-08-26T00:14:00+00:00,false_positive,False,,
AL-000383,CSE-007,AST-007-2,intrusion,low,2026-08-12T06:17:00+00:00,2026-08-12T06:22:00+00:00,2026-08-12T15:43:00+00:00,false_positive,False,,
AL-000384,CSE-007,AST-007-2,DoS,low,2026-08-24T06:04:00+00:00,2026-08-24T06:09:00+00:00,2026-08-24T08:35:00+00:00,true_positive,False,,
AL-000385,CSE-007,AST-007-2,phishing,high,2026-08-08T07:11:00+00:00,2026-08-08T07:16:00+00:00,2026-08-08T14:36:00+00:00,true_positive,False,,
AL-000386,CSE-007,AST-007-3,malware,high,2026-08-25T09:53:00+00:00,2026-08-25T09:58:00+00:00,2026-08-25T17:44:00+00:00,benign,False,,
AL-000387,CSE-007,AST-007-3,intrusion,high,2026-08-21T19:37:00+00:00,2026-08-21T19:42:00+00:00,2026-08-22T02:45:00+00:00,false_positive,False,,
AL-000388,CSE-007,AST-007-2,phishing,low,2026-08-02T12:42:00+00:00,2026-08-02T12:47:00+00:00,2026-08-02T13:44:00+00:00,false_positive,False,,
AL-000389,CSE-007,AST-007-3,DoS,high,2026-08-23T03:54:00+00:00,2026-08-23T03:59:00+00:00,2026-08-23T12:12:00+00:00,false_positive,False,,
AL-000390,CSE-007,AST-007-2,DoS,low,2026-08-06T02:38:00+00:00,2026-08-06T02:43:00+00:00,2026-08-06T05:33:00+00:00,benign,False,,
AL-000391,CSE-007,AST-007-3,DoS,low,2026-08-04T21:28:00+00:00,2026-08-04T21:33:00+00:00,2026-08-04T22:48:00+00:00,false_positive,False,,
AL-000392,CSE-007,AST-007-1,intrusion,medium,2026-08-08T05:45:00+00:00,2026-08-08T05:50:00+00:00,2026-08-08T07:33:00+00:00,benign,False,,
AL-000393,CSE-007,AST-007-2,intrusion,low,2026-08-23T15:21:00+00:00,2026-08-23T15:26:00+00:00,2026-08-23T18:02:00+00:00,false_positive,False,,
AL-000394,CSE-007,AST-007-1,DoS,medium,2026-08-09T00:14:00+00:00,2026-08-09T00:19:00+00:00,2026-08-09T08:59:00+00:00,benign,False,,
AL-000395,CSE-007,AST-007-1,malware,medium,2026-08-25T17:18:00+00:00,2026-08-25T17:23:00+00:00,2026-08-25T22:00:00+00:00,unresolved,False,,
AL-000396,CSE-007,AST-007-3,malware,high,2026-08-01T16:53:00+00:00,2026-08-01T16:58:00+00:00,2026-08-02T01:55:00+00:00,false_positive,False,,
AL-000397,CSE-007,AST-007-2,malware,low,2026-08-24T16:25:00+00:00,2026-08-24T16:30:00+00:00,2026-08-24T21:02:00+00:00,false_positive,False,,
AL-000398,CSE-007,AST-007-2,intrusion,high,2026-08-07T09:57:00+00:00,2026-08-07T10:02:00+00:00,2026-08-07T17:35:00+00:00,false_positive,False,,
AL-000399,CSE-007,AST-007-2,intrusion,low,2026-08-27T01:29:00+00:00,2026-08-27T01:34:00+00:00,2026-08-27T04:46:00+00:00,unresolved,False,,
AL-000400,CSE-007,AST-007-1,malware,high,2026-08-03T12:46:00+00:00,2026-08-03T12:51:00+00:00,2026-08-03T21:03:00+00:00,true_positive,False,,
AL-000401,CSE-007,AST-007-3,intrusion,medium,2026-08-25T19:18:00+00:00,2026-08-25T19:23:00+00:00,2026-08-26T00:12:00+00:00,true_positive,False,,
AL-000402,CSE-007,AST-007-2,malware,high,2026-08-03T21:30:00+00:00,2026-08-03T21:35:00+00:00,2026-08-04T03:21:00+00:00,false_positive,False,,
AL-000403,CSE-007,AST-007-2,DoS,low,2026-08-05T14:39:00+00:00,2026-08-05T14:44:00+00:00,2026-08-05T23:27:00+00:00,benign,False,,
AL-000404,CSE-007,AST-007-1,DoS,high,2026-08-13T00:39:00+00:00,2026-08-13T00:44:00+00:00,2026-08-13T09:38:00+00:00,benign,False,,
AL-000405,CSE-007,AST-007-1,DoS,high,2026-08-17T16:55:00+00:00,2026-08-17T17:00:00+00:00,2026-08-18T00:43:00+00:00,benign,False,,
AL-000406,CSE-007,AST-007-3,malware,low,2026-08-25T19:47:00+00:00,2026-08-25T19:52:00+00:00,2026-08-26T03:31:00+00:00,true_positive,False,,
AL-000407,CSE-007,AST-007-3,intrusion,medium,2026-08-21T13:10:00+00:00,2026-08-21T13:15:00+00:00,2026-08-21T18:41:00+00:00,benign,False,,
AL-000408,CSE-007,AST-007-3,intrusion,high,2026-08-06T08:51:00+00:00,2026-08-06T08:56:00+00:00,2026-08-06T18:01:00+00:00,benign,False,,
AL-000409,CSE-007,AST-007-1,intrusion,medium,2026-08-10T20:08:00+00:00,2026-08-10T20:13:00+00:00,2026-08-11T04:18:00+00:00,benign,False,,
AL-000410,CSE-007,AST-007-2,intrusion,high,2026-08-02T15:25:00+00:00,2026-08-02T15:30:00+00:00,2026-08-02T23:32:00+00:00,unresolved,False,,
AL-000411,CSE-007,AST-007-1,malware,medium,2026-08-20T04:33:00+00:00,2026-08-20T04:38:00+00:00,2026-08-20T11:17:00+00:00,unresolved,False,,
AL-000412,CSE-007,AST-007-2,phishing,high,2026-08-13T04:14:00+00:00,2026-08-13T04:19:00+00:00,2026-08-13T12:29:00+00:00,benign,False,,
AL-000413,CSE-007,AST-007-1,DoS,critical,2026-08-19T09:35:00+00:00,2026-08-19T09:40:00+00:00,2026-08-19T17:42:00+00:00,false_positive,False,,
AL-000414,CSE-007,AST-007-3,DoS,medium,2026-08-24T11:36:00+00:00,2026-08-24T11:41:00+00:00,2026-08-24T15:37:00+00:00,benign,False,,
AL-000415,CSE-007,AST-007-1,phishing,low,2026-08-03T00:14:00+00:00,2026-08-03T00:19:00+00:00,2026-08-03T01:27:00+00:00,benign,False,,
AL-000416,CSE-007,AST-007-3,DoS,low,2026-08-12T22:38:00+00:00,2026-08-12T22:43:00+00:00,2026-08-13T04:05:00+00:00,false_positive,False,,
AL-000417,CSE-007,AST-007-3,malware,medium,2026-08-08T17:43:00+00:00,2026-08-08T17:48:00+00:00,2026-08-08T18:59:00+00:00,unresolved,False,,
AL-000418,CSE-007,AST-007-1,phishing,low,2026-08-20T01:34:00+00:00,2026-08-20T01:39:00+00:00,2026-08-20T09:18:00+00:00,benign,False,,
AL-000419,CSE-007,AST-007-2,DoS,low,2026-08-09T04:37:00+00:00,2026-08-09T04:42:00+00:00,2026-08-09T13:35:00+00:00,false_positive,False,,
AL-000420,CSE-007,AST-007-2,DoS,low,2026-08-07T07:52:00+00:00,2026-08-07T07:57:00+00:00,2026-08-07T11:04:00+00:00,true_positive,False,,
AL-000421,CSE-007,AST-007-3,phishing,medium,2026-08-17T15:59:00+00:00,2026-08-17T16:04:00+00:00,2026-08-17T23:22:00+00:00,benign,False,,
AL-000422,CSE-007,AST-007-1,malware,medium,2026-08-27T12:26:00+00:00,2026-08-27T12:31:00+00:00,2026-08-27T17:43:00+00:00,benign,False,,
AL-000423,CSE-007,AST-007-3,malware,high,2026-08-29T23:58:00+00:00,2026-08-30T00:03:00+00:00,2026-08-30T05:52:00+00:00,benign,False,,
AL-000424,CSE-008,AST-008-3,intrusion,critical,2026-08-26T09:51:00+00:00,2026-08-26T09:56:00+00:00,2026-08-26T17:57:00+00:00,unresolved,False,,
AL-000425,CSE-008,AST-008-1,malware,low,2026-08-06T11:48:00+00:00,2026-08-06T11:53:00+00:00,2026-08-06T14:19:00+00:00,true_positive,False,,
AL-000426,CSE-008,AST-008-1,phishing,critical,2026-08-19T11:14:00+00:00,2026-08-19T11:19:00+00:00,2026-08-19T20:16:00+00:00,true_positive,True,2026-08-19T11:44:00+00:00,
AL-000427,CSE-008,AST-008-3,intrusion,medium,2026-08-06T12:14:00+00:00,2026-08-06T12:19:00+00:00,2026-08-06T13:59:00+00:00,benign,False,,
AL-000428,CSE-008,AST-008-2,intrusion,medium,2026-08-04T22:01:00+00:00,2026-08-04T22:06:00+00:00,2026-08-05T02:58:00+00:00,benign,False,,
AL-000429,CSE-008,AST-008-2,intrusion,low,2026-08-17T12:37:00+00:00,2026-08-17T12:42:00+00:00,2026-08-17T15:07:00+00:00,true_positive,False,,
AL-000430,CSE-008,AST-008-1,DoS,low,2026-08-07T09:36:00+00:00,2026-08-07T09:41:00+00:00,2026-08-07T14:23:00+00:00,false_positive,False,,
AL-000431,CSE-008,AST-008-3,DoS,low,2026-08-06T01:56:00+00:00,2026-08-06T02:01:00+00:00,2026-08-06T11:30:00+00:00,benign,False,,
AL-000432,CSE-008,AST-008-2,phishing,high,2026-08-28T05:54:00+00:00,2026-08-28T05:59:00+00:00,2026-08-28T13:26:00+00:00,true_positive,False,,
AL-000433,CSE-008,AST-008-1,intrusion,low,2026-08-11T15:16:00+00:00,2026-08-11T15:21:00+00:00,2026-08-12T00:27:00+00:00,false_positive,False,,
AL-000434,CSE-008,AST-008-1,phishing,medium,2026-08-20T15:55:00+00:00,2026-08-20T16:00:00+00:00,2026-08-20T21:54:00+00:00,benign,False,,
AL-000435,CSE-008,AST-008-2,phishing,medium,2026-08-03T16:23:00+00:00,2026-08-03T16:28:00+00:00,2026-08-03T18:35:00+00:00,benign,False,,
AL-000436,CSE-008,AST-008-2,malware,medium,2026-08-12T19:52:00+00:00,2026-08-12T19:57:00+00:00,2026-08-12T21:31:00+00:00,false_positive,False,,
AL-000437,CSE-008,AST-008-3,malware,medium,2026-08-01T14:44:00+00:00,2026-08-01T14:49:00+00:00,2026-08-01T17:44:00+00:00,benign,False,,
AL-000438,CSE-008,AST-008-3,intrusion,medium,2026-08-05T23:35:00+00:00,2026-08-05T23:40:00+00:00,2026-08-06T08:03:00+00:00,benign,False,,
AL-000439,CSE-008,AST-008-3,intrusion,medium,2026-08-14T19:49:00+00:00,2026-08-14T19:54:00+00:00,2026-08-15T01:18:00+00:00,unresolved,False,,
AL-000440,CSE-008,AST-008-1,malware,medium,2026-08-02T16:33:00+00:00,2026-08-02T16:38:00+00:00,2026-08-02T22:18:00+00:00,benign,False,,
AL-000441,CSE-008,AST-008-2,intrusion,medium,2026-08-18T14:44:00+00:00,2026-08-18T14:49:00+00:00,2026-08-18T20:22:00+00:00,unresolved,False,,
AL-000442,CSE-008,AST-008-2,intrusion,critical,2026-08-14T08:04:00+00:00,2026-08-14T08:09:00+00:00,2026-08-14T14:36:00+00:00,true_positive,True,2026-08-14T08:34:00+00:00,
AL-000443,CSE-008,AST-008-1,intrusion,low,2026-08-24T05:02:00+00:00,2026-08-24T05:07:00+00:00,2026-08-24T11:19:00+00:00,false_positive,False,,
AL-000444,CSE-008,AST-008-3,malware,high,2026-08-08T04:37:00+00:00,2026-08-08T04:42:00+00:00,2026-08-08T12:19:00+00:00,false_positive,False,,
AL-000445,CSE-008,AST-008-1,intrusion,low,2026-08-27T10:32:00+00:00,2026-08-27T10:37:00+00:00,2026-08-27T20:00:00+00:00,benign,False,,
AL-000446,CSE-008,AST-008-1,malware,medium,2026-08-19T00:53:00+00:00,2026-08-19T00:58:00+00:00,2026-08-19T07:39:00+00:00,benign,False,,
AL-000447,CSE-008,AST-008-2,DoS,medium,2026-08-23T06:01:00+00:00,2026-08-23T06:06:00+00:00,2026-08-23T15:10:00+00:00,benign,False,,
AL-000448,CSE-008,AST-008-2,intrusion,low,2026-08-20T01:27:00+00:00,2026-08-20T01:32:00+00:00,2026-08-20T11:26:00+00:00,false_positive,False,,
AL-000449,CSE-008,AST-008-1,DoS,medium,2026-08-10T17:11:00+00:00,2026-08-10T17:16:00+00:00,2026-08-10T20:32:00+00:00,unresolved,False,,
AL-000450,CSE-008,AST-008-2,DoS,medium,2026-08-27T07:54:00+00:00,2026-08-27T07:59:00+00:00,2026-08-27T13:38:00+00:00,benign,False,,
AL-000451,CSE-008,AST-008-1,intrusion,medium,2026-08-21T03:36:00+00:00,2026-08-21T03:41:00+00:00,2026-08-21T06:26:00+00:00,benign,False,,
AL-000452,CSE-008,AST-008-2,phishing,critical,2026-08-03T06:41:00+00:00,2026-08-03T06:46:00+00:00,2026-08-03T13:52:00+00:00,benign,False,,
AL-000453,CSE-008,AST-008-1,malware,low,2026-08-07T08:17:00+00:00,2026-08-07T08:22:00+00:00,2026-08-07T09:37:00+00:00,false_positive,False,,
AL-000454,CSE-008,AST-008-2,phishing,medium,2026-08-14T05:42:00+00:00,2026-08-14T05:47:00+00:00,2026-08-14T11:52:00+00:00,false_positive,False,,
AL-000455,CSE-008,AST-008-1,intrusion,low,2026-08-08T18:35:00+00:00,2026-08-08T18:40:00+00:00,2026-08-08T23:24:00+00:00,true_positive,False,,
AL-000456,CSE-008,AST-008-1,DoS,high,2026-08-25T00:40:00+00:00,2026-08-25T00:45:00+00:00,2026-08-25T07:27:00+00:00,false_positive,False,,
AL-000457,CSE-008,AST-008-1,malware,low,2026-08-01T22:41:00+00:00,2026-08-01T22:46:00+00:00,2026-08-02T04:40:00+00:00,false_positive,False,,
AL-000458,CSE-008,AST-008-1,malware,low,2026-08-23T02:21:00+00:00,2026-08-23T02:26:00+00:00,2026-08-23T09:15:00+00:00,true_positive,False,,
AL-000459,CSE-008,AST-008-1,malware,low,2026-08-03T17:31:00+00:00,2026-08-03T17:36:00+00:00,2026-08-03T23:45:00+00:00,benign,False,,
AL-000460,CSE-008,AST-008-2,malware,medium,2026-08-15T10:49:00+00:00,2026-08-15T10:54:00+00:00,2026-08-15T17:16:00+00:00,false_positive,False,,
AL-000461,CSE-008,AST-008-3,phishing,high,2026-08-17T09:30:00+00:00,2026-08-17T09:35:00+00:00,2026-08-17T17:38:00+00:00,true_positive,False,,
AL-000462,CSE-008,AST-008-1,DoS,medium,2026-08-04T06:53:00+00:00,2026-08-04T06:58:00+00:00,2026-08-04T14:01:00+00:00,true_positive,False,,
AL-000463,CSE-008,AST-008-3,intrusion,high,2026-08-11T08:39:00+00:00,2026-08-11T08:44:00+00:00,2026-08-11T15:33:00+00:00,unresolved,False,,
AL-000464,CSE-008,AST-008-3,malware,medium,2026-08-14T06:34:00+00:00,2026-08-14T06:39:00+00:00,2026-08-14T10:16:00+00:00,false_positive,False,,
AL-000465,CSE-008,AST-008-2,malware,medium,2026-08-09T05:17:00+00:00,2026-08-09T05:22:00+00:00,2026-08-09T06:41:00+00:00,benign,False,,
AL-000466,CSE-008,AST-008-2,DoS,medium,2026-08-21T01:32:00+00:00,2026-08-21T01:37:00+00:00,2026-08-21T06:29:00+00:00,benign,False,,
AL-000467,CSE-008,AST-008-3,phishing,high,2026-08-15T08:40:00+00:00,2026-08-15T08:45:00+00:00,2026-08-15T17:36:00+00:00,false_positive,False,,
AL-000468,CSE-008,AST-008-1,phishing,low,2026-08-13T00:02:00+00:00,2026-08-13T00:07:00+00:00,2026-08-13T02:38:00+00:00,false_positive,False,,
AL-000469,CSE-008,AST-008-1,phishing,medium,2026-08-17T07:24:00+00:00,2026-08-17T07:29:00+00:00,2026-08-17T09:08:00+00:00,benign,False,,
AL-000470,CSE-008,AST-008-3,intrusion,low,2026-08-03T15:44:00+00:00,2026-08-03T15:49:00+00:00,2026-08-03T22:12:00+00:00,true_positive,False,,
AL-000471,CSE-008,AST-008-3,DoS,critical,2026-08-03T16:14:00+00:00,2026-08-03T16:19:00+00:00,2026-08-04T00:15:00+00:00,benign,False,,
AL-000472,CSE-008,AST-008-3,malware,critical,2026-08-24T19:27:00+00:00,2026-08-24T19:32:00+00:00,2026-08-25T03:55:00+00:00,true_positive,True,2026-08-24T19:57:00+00:00,
AL-000473,CSE-008,AST-008-2,phishing,medium,2026-08-05T20:33:00+00:00,2026-08-05T20:38:00+00:00,2026-08-06T05:59:00+00:00,false_positive,False,,
AL-000474,CSE-008,AST-008-3,phishing,low,2026-08-13T22:00:00+00:00,2026-08-13T22:05:00+00:00,2026-08-14T04:57:00+00:00,true_positive,False,,
AL-000475,CSE-008,AST-008-2,intrusion,high,2026-08-09T08:05:00+00:00,2026-08-09T08:10:00+00:00,2026-08-09T17:07:00+00:00,false_positive,False,,
AL-000476,CSE-008,AST-008-3,intrusion,high,2026-08-03T14:12:00+00:00,2026-08-03T14:17:00+00:00,2026-08-03T22:59:00+00:00,true_positive,False,,
AL-000477,CSE-008,AST-008-3,malware,medium,2026-08-24T03:11:00+00:00,2026-08-24T03:16:00+00:00,2026-08-24T09:31:00+00:00,benign,False,,
AL-000478,CSE-008,AST-008-3,malware,high,2026-08-24T06:12:00+00:00,2026-08-24T06:17:00+00:00,2026-08-24T14:10:00+00:00,benign,False,,
AL-000479,CSE-008,AST-008-2,phishing,critical,2026-08-13T09:29:00+00:00,2026-08-13T09:34:00+00:00,2026-08-13T17:34:00+00:00,benign,False,,
AL-000480,CSE-008,AST-008-1,DoS,low,2026-08-01T20:50:00+00:00,2026-08-01T20:55:00+00:00,2026-08-02T01:53:00+00:00,benign,False,,
AL-000481,CSE-008,AST-008-2,malware,low,2026-08-20T15:33:00+00:00,2026-08-20T15:38:00+00:00,2026-08-20T20:17:00+00:00,benign,False,,
AL-000482,CSE-008,AST-008-3,intrusion,low,2026-08-22T05:34:00+00:00,2026-08-22T05:39:00+00:00,2026-08-22T06:47:00+00:00,false_positive,False,,
AL-000483,CSE-008,AST-008-3,malware,medium,2026-08-06T01:28:00+00:00,2026-08-06T01:33:00+00:00,2026-08-06T09:40:00+00:00,benign,False,,
AL-000484,CSE-009,AST-009-2,malware,high,2026-08-27T03:21:00+00:00,2026-08-27T03:26:00+00:00,2026-08-27T10:45:00+00:00,true_positive,False,,
AL-000485,CSE-009,AST-009-2,malware,low,2026-08-25T01:48:00+00:00,2026-08-25T01:53:00+00:00,2026-08-25T08:59:00+00:00,false_positive,False,,
AL-000486,CSE-009,AST-009-2,intrusion,medium,2026-08-24T09:52:00+00:00,2026-08-24T09:57:00+00:00,2026-08-24T14:50:00+00:00,false_positive,False,,
AL-000487,CSE-009,AST-009-2,phishing,medium,2026-08-18T03:42:00+00:00,2026-08-18T03:47:00+00:00,2026-08-18T04:59:00+00:00,false_positive,False,,
AL-000488,CSE-009,AST-009-2,intrusion,low,2026-08-08T11:15:00+00:00,2026-08-08T11:20:00+00:00,2026-08-08T13:13:00+00:00,false_positive,False,,
AL-000489,CSE-009,AST-009-2,malware,high,2026-08-21T02:42:00+00:00,2026-08-21T02:47:00+00:00,2026-08-21T10:43:00+00:00,false_positive,False,,
