alert_id,entity_id,asset_id,category,severity,created_at,first_ack_at,closed_at,disposition,escalated,escalated_at,case_id
AL-000005131,CSE-013,AST-013-2,phishing,low,2026-08-09T23:49:00+00:00,2026-08-09T23:54:00+00:00,2026-08-10T08:35:00+00:00,benign,False,,
AL-000005132,CSE-013,AST-013-2,DoS,medium,2026-08-23T09:26:00+00:00,2026-08-23T09:31:00+00:00,2026-08-23T13:26:00+00:00,benign,False,,
AL-000005133,CSE-013,AST-013-2,malware,medium,2026-08-03T01:27:00+00:00,2026-08-03T01:32:00+00:00,2026-08-03T09:28:00+00:00,benign,False,,
AL-000005134,CSE-013,AST-013-2,DoS,high,2026-08-28T17:46:00+00:00,2026-08-28T17:51:00+00:00,2026-08-29T02:11:00+00:00,benign,False,,
AL-000005135,CSE-013,AST-013-3,phishing,medium,2026-08-15T17:11:00+00:00,2026-08-15T17:16:00+00:00,2026-08-16T01:48:00+00:00,true_positive,False,,
AL-000005136,CSE-013,AST-013-3,phishing,critical,2026-08-02T02:54:00+00:00,2026-08-02T02:59:00+00:00,2026-08-02T10:54:00+00:00,benign,False,,
AL-000005137,CSE-013,AST-013-2,phishing,high,2026-08-15T01:22:00+00:00,2026-08-15T01:27:00+00:00,2026-08-15T09:41:00+00:00,benign,False,,
AL-000005138,CSE-013,AST-013-3,intrusion,high,2026-08-24T16:12:00+00:00,2026-08-24T16:17:00+00:00,2026-08-25T00:40:00+00:00,benign,False,,
AL-000005139,CSE-013,AST-013-3,intrusion,critical,2026-08-02T10:18:00+00:00,2026-08-02T10:23:00+00:00,2026-08-02T18:43:00+00:00,false_positive,False,,
AL-000005140,CSE-013,AST-013-3,malware,medium,2026-08-27T20:41:00+00:00,2026-08-27T20:46:00+00:00,2026-08-28T06:04:00+00:00,benign,False,,
AL-000005141,CSE-013,AST-013-3,intrusion,low,2026-08-29T10:08:00+00:00,2026-08-29T10:13:00+00:00,2026-08-29T14:48:00+00:00,benign,False,,
AL-000005142,CSE-013,AST-013-2,intrusion,low,2026-08-27T05:08:00+00:00,2026-08-27T05:13:00+00:00,2026-08-27T07:29:00+00:00,benign,False,,
AL-000005143,CSE-013,AST-013-3,DoS,medium,2026-08-09T12:44:00+00:00,2026-08-09T12:49:00+00:00,2026-08-09T15:33:00+00:00,benign,False,,
AL-000005144,CSE-013,AST-013-2,malware,low,2026-08-20T19:55:00+00:00,2026-08-20T20:00:00+00:00,2026-08-20T23:27:00+00:00,unresolved,False,,
AL-000005145,CSE-013,AST-013-3,DoS,medium,2026-08-14T09:48:00+00:00,2026-08-14T09:53:00+00:00,2026-08-14T16:31:00+00:00,true_positive,False,,
AL-000005146,CSE-013,AST-013-3,DoS,medium,2026-08-18T17:51:00+00:00,2026-08-18T17:56:00+00:00,2026-08-18T21:14:00+00:00,true_positive,False,,
AL-000005147,CSE-013,AST-013-3,intrusion,high,2026-08-17T09:24:00+00:00,2026-08-17T09:29:00+00:00,2026-08-17T18:01:00+00:00,benign,False,,
AL-000005148,CSE-013,AST-013-2,DoS,medium,2026-08-06T20:38:00+00:00,2026-08-06T20:43:00+00:00,2026-08-06T23:19:00+00:00,false_positive,False,,
AL-000005149,CSE-013,AST-013-3,DoS,high,2026-08-16T09:09:00+00:00,2026-08-16T09:14:00+00:00,2026-08-16T17:29:00+00:00,false_positive,False,,
AL-000005150,CSE-013,AST-013-2,phishing,low,2026-08-08T05:06:00+00:00,2026-08-08T05:11:00+00:00,2026-08-08T10:20:00+00:00,false_positive,False,,
AL-000005151,CSE-013,AST-013-2,phishing,low,2026-08-25T02:15:00+00:00,2026-08-25T02:20:00+00:00,2026-08-25T12:07:00+00:00,benign,False,,
AL-000005152,CSE-013,AST-013-3,malware,medium,2026-08-28T20:40:00+00:00,2026-08-28T20:45:00+00:00,2026-08-29T06:03:00+00:00,false_positive,False,,
AL-000005153,CSE-013,AST-013-2,phishing,low,2026-08-15T20:10:00+00:00,2026-08-15T20:15:00+00:00,2026-08-16T00:45:00+00:00,false_positive,False,,
AL-000005154,CSE-013,AST-013-2,malware,medium,2026-08-02T10:04:00+00:00,2026-08-02T10:09:00+00:00,2026-08-02T19:28:00+00:00,unresolved,False,,
AL-000005155,CSE-013,AST-013-3,phishing,high,2026-08-07T21:45:00+00:00,2026-08-07T21:50:00+00:00,2026-08-08T05:46:00+00:00,benign,False,,
AL-000005156,CSE-013,AST-013-3,intrusion,high,2026-08-26T17:37:00+00:00,2026-08-26T17:42:00+00:00,2026-08-27T01:12:00+00:00,unresolved,False,,
AL-000005157,CSE-013,AST-013-2,phishing,medium,2026-08-01T20:21:00+00:00,2026-08-01T20:26:00+00:00,2026-08-01T22:55:00+00:00,benign,False,,
AL-000005158,CSE-013,AST-013-2,intrusion,medium,2026-08-21T03:48:00+00:00,2026-08-21T03:53:00+00:00,2026-08-21T12:08:00+00:00,benign,False,,
AL-000005159,CSE-013,AST-013-3,malware,low,2026-08-02T16:29:00+00:00,2026-08-02T16:34:00+00:00,2026-08-02T21:06:00+00:00,benign,False,,
AL-000005160,CSE-013,AST-013-2,malware,low,2026-08-27T07:48:00+00:00,2026-08-27T07:53:00+00:00,2026-08-27T14:33:00+00:00,benign,False,,
AL-000005161,CSE-013,AST-013-2,malware,low,2026-08-16T04:35:00+00:00,2026-08-16T04:40:00+00:00,2026-08-16T07:25:00+00:00,false_positive,False,,
AL-000005162,CSE-013,AST-013-2,phishing,medium,2026-08-29T08:41:00+00:00,2026-08-29T08:46:00+00:00,2026-08-29T18:26:00+00:00,benign,False,,
AL-000005163,CSE-013,AST-013-3,DoS,high,2026-08-09T05:15:00+00:00,2026-08-09T05:20:00+00:00,2026-08-09T13:04:00+00:00,benign,False,,
AL-000005164,CSE-013,AST-013-3,phishing,low,2026-08-13T11:05:00+00:00,2026-08-13T11:10:00+00:00,2026-08-13T16:43:00+00:00,true_positive,False,,
AL-000005165,CSE-013,AST-013-2,malware,critical,2026-08-07T23:03:00+00:00,2026-08-07T23:08:00+00:00,2026-08-08T07:56:00+00:00,benign,False,,
AL-000005166,CSE-013,AST-013-2,phishing,medium,2026-08-02T00:16:00+00:00,2026-08-02T00:21:00+00:00,2026-08-02T06:43:00+00:00,true_positive,False,,
AL-000005167,CSE-013,AST-013-3,malware,medium,2026-08-06T20:10:00+00:00,2026-08-06T20:15:00+00:00,2026-08-07T01:44:00+00:00,true_positive,False,,
AL-000005168,CSE-013,AST-013-2,malware,high,2026-08-24T17:39:00+00:00,2026-08-24T17:44:00+00:00,2026-08-25T00:39:00+00:00,benign,False,,
AL-000005169,CSE-013,AST-013-3,malware,medium,2026-08-09T11:05:00+00:00,2026-08-09T11:10:00+00:00,2026-08-09T15:31:00+00:00,benign,False,,
AL-000005170,CSE-013,AST-013-3,malware,low,2026-08-03T09:32:00+00:00,2026-08-03T09:37:00+00:00,2026-08-03T15:56:00+00:00,benign,False,,
AL-000005171,CSE-013,AST-013-2,DoS,low,2026-08-17T23:15:00+00:00,2026-08-17T23:20:00+00:00,2026-08-18T09:14:00+00:00,benign,False,,
AL-000005172,CSE-013,AST-013-2,phishing,low,2026-08-11T16:43:00+00:00,2026-08-11T16:48:00+00:00,2026-08-11T20:02:00+00:00,benign,False,,
AL-000005173,CSE-013,AST-013-2,DoS,medium,2026-08-14T12:48:00+00:00,2026-08-14T12:53:00+00:00,2026-08-14T20:17:00+00:00,true_positive,False,,
AL-000005174,CSE-013,AST-013-3,DoS,medium,2026-08-06T14:19:00+00:00,2026-08-06T14:24:00+00:00,2026-08-06T16:48:00+00:00,unresolved,False,,
AL-000005175,CSE-013,AST-013-3,intrusion,low,2026-08-27T15:32:00+00:00,2026-08-27T15:37:00+00:00,2026-08-27T18:02:00+00:00,benign,False,,
AL-000005176,CSE-013,AST-013-3,intrusion,medium,2026-08-08T15:23:00+00:00,2026-08-08T15:28:00+00:00,2026-08-08T22:57:00+00:00,false_positive,False,,
AL-000005177,CSE-013,AST-013-3,phishing,high,2026-08-25T03:33:00+00:00,2026-08-25T03:38:00+00:00,2026-08-25T10:41:00+00:00,true_positive,False,,
AL-000005178,CSE-013,AST-013-3,DoS,medium,2026-08-20T06:08:00+00:00,2026-08-20T06:13:00+00:00,2026-08-20T09:41:00+00:00,benign,False,,
AL-000005179,CSE-013,AST-013-3,phishing,medium,2026-08-02T14:30:00+00:00,2026-08-02T14:35:00+00:00,2026-08-02T15:45:00+00:00,false_positive,False,,
AL-000005180,CSE-013,AST-013-3,malware,medium,2026-08-14T06:29:00+00:00,2026-08-14T06:34:00+00:00,2026-08-14T16:20:00+00:00,benign,False,,
AL-000005181,CSE-013,AST-013-3,intrusion,high,2026-08-22T05:25:00+00:00,2026-08-22T05:30:00+00:00,2026-08-22T13:19:00+00:00,unresolved,False,,
AL-000005182,CSE-013,AST-013-3,phishing,high,2026-08-06T23:09:00+00:00,2026-08-06T23:14:00+00:00,2026-08-07T06:46:00+00:00,false_positive,False,,
AL-000005183,CSE-013,AST-013-3,malware,high,2026-08-06T01:41:00+00:00,2026-08-06T01:46:00+00:00,2026-08-06T08:56:00+00:00,unresolved,False,,
AL-000005184,CSE-013,AST-013-2,intrusion,low,2026-08-26T03:28:00+00:00,2026-08-26T03:33:00+00:00,2026-08-26T10:14:00+00:00,false_positive,False,,
AL-000005185,CSE-013,AST-013-2,malware,medium,2026-08-22T15:37:00+00:00,2026-08-22T15:42:00+00:00,2026-08-22T19:37:00+00:00,true_positive,False,,
AL-000005186,CSE-013,AST-013-3,malware,low,2026-08-25T06:03:00+00:00,2026-08-25T06:08:00+00:00,2026-08-25T13:34:00+00:00,true_positive,False,,
AL-000005187,CSE-013,AST-013-3,phishing,low,2026-08-28T21:35:00+00:00,2026-08-28T21:40:00+00:00,2026-08-29T00:20:00+00:00,unresolved,False,,
AL-000005188,CSE-013,AST-013-3,phishing,medium,2026-08-29T07:53:00+00:00,2026-08-29T07:58:00+00:00,2026-08-29T12:25:00+00:00,true_positive,False,,
AL-000005189,CSE-013,AST-013-2,phishing,low,2026-08-23T11:52:00+00:00,2026-08-23T11:57:00+00:00,2026-08-23T21:35:00+00:00,true_positive,False,,
AL-000005190,CSE-013,AST-013-3,phishing,low,2026-08-22T20:15:00+00:00,2026-08-22T20:20:00+00:00,2026-08-22T22:37:00+00:00,benign,False,,
AL-000005191,CSE-013,AST-013-2,malware,high,2026-08-14T17:50:00+00:00,2026-08-14T17:55:00+00:00,2026-08-15T02:49:00+00:00,false_positive,False,,
AL-000005192,CSE-013,AST-013-3,intrusion,medium,2026-08-09T01:45:00+00:00,2026-08-09T01:50:00+00:00,2026-08-09T03:24:00+00:00,benign,False,,
AL-000005193,CSE-013,AST-013-2,DoS,high,2026-08-11T18:04:00+00:00,2026-08-11T18:09:00+00:00,2026-08-12T01:24:00+00:00,false_positive,False,,
AL-000005194,CSE-013,AST-013-2,intrusion,high,2026-08-10T18:16:00+00:00,2026-08-10T18:21:00+00:00,2026-08-11T02:28:00+00:00,false_positive,False,,
AL-000005195,CSE-013,AST-013-2,malware,medium,2026-08-09T01:32:00+00:00,2026-08-09T01:37:00+00:00,2026-08-09T04:04:00+00:00,false_positive,False,,
AL-000005196,CSE-013,AST-013-2,intrusion,critical,2026-08-06T22:57:00+00:00,2026-08-06T23:02:00+00:00,2026-08-07T07:44:00+00:00,true_positive,True,2026-08-06T23:27:00+00:00,
AL-000005197,CSE-013,AST-013-3,phishing,low,2026-08-17T12:10:00+00:00,2026-08-17T12:15:00+00:00,2026-08-17T17:34:00+00:00,benign,False,,
AL-000005198,CSE-013,AST-013-3,phishing,medium,2026-08-19T21:09:00+00:00,2026-08-19T21:14:00+00:00,2026-08-20T01:53:00+00:00,true_positive,False,,
AL-000005199,CSE-013,AST-013-3,intrusion,low,2026-08-17T09:41:00+00:00,2026-08-17T09:46:00+00:00,2026-08-17T14:57:00+00:00,benign,False,,
AL-000005200,CSE-013,AST-013-3,malware,high,2026-08-15T11:58:00+00:00,2026-08-15T12:03:00+00:00,2026-08-15T20:44:00+00:00,false_positive,False,,
AL-000005201,CSE-013,AST-013-2,intrusion,medium,2026-08-05T09:20:00+00:00,2026-08-05T09:25:00+00:00,2026-08-05T15:30:00+00:00,benign,False,,
AL-000005202,CSE-013,AST-013-2,malware,critical,2026-08-13T08:04:00+00:00,2026-08-13T08:09:00+00:00,2026-08-13T16:35:00+00:00,false_positive,False,,
AL-000005203,CSE-013,AST-013-2,intrusion,medium,2026-08-21T01:55:00+00:00,2026-08-21T02:00:00+00:00,2026-08-21T04:41:00+00:00,true_positive,False,,
AL-000005204,CSE-013,AST-013-2,phishing,low,2026-08-29T06:12:00+00:00,2026-08-29T06:17:00+00:00,2026-08-29T09:44:00+00:00,false_positive,False,,
AL-000005205,CSE-014,AST-014-2,DoS,high,2026-08-09T17:50:00+00:00,2026-08-09T17:55:00+00:00,2026-08-10T01:41:00+00:00,true_positive,False,,
AL-000005206,CSE-014,AST-014-3,DoS,critical,2026-08-03T09:22:00+00:00,2026-08-03T09:27:00+00:00,2026-08-03T17:37:00+00:00,false_positive,False,,
AL-000005207,CSE-014,AST-014-2,malware,low,2026-08-06T00:04:00+00:00,2026-08-06T00:09:00+00:00,2026-08-06T05:50:00+00:00,true_positive,False,,
AL-000005208,CSE-014,AST-014-1,malware,medium,2026-08-16T16:44:00+00:00,2026-08-16T16:49:00+00:00,2026-08-17T00:45:00+00:00,false_positive,False,,
AL-000005209,CSE-014,AST-014-1,phishing,high,2026-08-19T17:04:00+00:00,2026-08-19T17:09:00+00:00,2026-08-20T01:08:00+00:00,false_positive,False,,
AL-000005210,CSE-014,AST-014-2,intrusion,low,2026-08-08T02:12:00+00:00,2026-08-08T02:17:00+00:00,2026-08-08T06:13:00+00:00,false_positive,False,,
AL-000005211,CSE-014,AST-014-3,DoS,medium,2026-08-27T22:58:00+00:00,2026-08-27T23:03:00+00:00,2026-08-28T05:41:00+00:00,true_positive,False,,
AL-000005212,CSE-014,AST-014-3,malware,high,2026-08-16T15:57:00+00:00,2026-08-16T16:02:00+00:00,2026-08-16T23:46:00+00:00,false_positive,False,,
AL-000005213,CSE-014,AST-014-3,malware,low,2026-08-05T05:36:00+00:00,2026-08-05T05:41:00+00:00,2026-08-05T14:14:00+00:00,false_positive,False,,
AL-000005214,CSE-014,AST-014-2,intrusion,medium,2026-08-29T12:31:00+00:00,2026-08-29T12:36:00+00:00,2026-08-29T17:38:00+00:00,benign,False,,
AL-000005215,CSE-014,AST-014-2,malware,medium,2026-08-29T20:16:00+00:00,2026-08-29T20:21:00+00:00,2026-08-30T06:00:00+00:00,benign,False,,
AL-000005216,CSE-014,AST-014-3,malware,medium,2026-08-09T22:32:00+00:00,2026-08-09T22:37:00+00:00,2026-08-10T01:14:00+00:00,benign,False,,
AL-000005217,CSE-014,AST-014-1,malware,medium,2026-08-19T14:37:00+00:00,2026-08-19T14:42:00+00:00,2026-08-19T19:58:00+00:00,false_positive,False,,
AL-000005218,CSE-014,AST-014-3,DoS,low,2026-08-06T18:25:00+00:00,2026-08-06T18:30:00+00:00,2026-08-06T20:40:00+00:00,benign,False,,
AL-000005219,CSE-014,AST-014-3,intrusion,low,2026-08-07T07:41:00+00:00,2026-08-07T07:46:00+00:00,2026-08-07T09:35:00+00:00,false_positive,False,,
AL-000005220,CSE-014,AST-014-2,malware,medium,2026-08-23T01:43:00+00:00,2026-08-23T01:48:00+00:00,2026-08-23T10:07:00+00:00,benign,False,,
AL-000005221,CSE-014,AST-014-3,intrusion,high,2026-08-26T05:02:00+00:00,2026-08-26T05:07:00+00:00,2026-08-26T13:20:00+00:00,unresolved,False,,
AL-000005222,CSE-014,AST-014-2,intrusion,low,2026-08-16T20:41:00+00:00,2026-08-16T20:46:00+00:00,2026-08-17T04:23:00+00:00,benign,False,,
AL-000005223,CSE-014,AST-014-3,malware,medium,2026-08-05T13:46:00+00:00,2026-08-05T13:51:00+00:00,2026-08-05T18:41:00+00:00,false_positive,False,,
AL-000005224,CSE-014,AST-014-2,malware,medium,2026-08-23T19:33:00+00:00,2026-08-23T19:38:00+00:00,2026-08-24T04:19:00+00:00,true_positive,False,,
AL-000005225,CSE-014,AST-014-2,intrusion,medium,2026-08-08T10:06:00+00:00,2026-08-08T10:11:00+00:00,2026-08-08T15:05:00+00:00,true_positive,False,,
AL-000005226,CSE-014,AST-014-3,phishing,medium,2026-08-23T12:10:00+00:00,2026-08-23T12:15:00+00:00,2026-08-23T19:30:00+00:00,true_positive,False,,
AL-000005227,CSE-014,AST-014-2,intrusion,high,2026-08-06T22:37:00+00:00,2026-08-06T22:42:00+00:00,2026-08-07T06:04:00+00:00,benign,False,,
AL-000005228,CSE-014,AST-014-1,intrusion,medium,2026-08-04T19:39:00+00:00,2026-08-04T19:44:00+00:00,2026-08-05T03:35:00+00:00,false_positive,False,,
AL-000005229,CSE-014,AST-014-1,intrusion,medium,2026-08-26T19:15:00+00:00,2026-08-26T19:20:00+00:00,2026-08-27T00:22:00+00:00,benign,False,,
AL-000005230,CSE-014,AST-014-1,intrusion,critical,2026-08-09T02:12:00+00:00,2026-08-09T02:17:00+00:00,2026-08-09T09:12:00+00:00,true_positive,True,2026-08-09T02:42:00+00:00,
AL-000005231,CSE-014,AST-014-3,phishing,critical,2026-08-05T20:32:00+00:00,2026-08-05T20:37:00+00:00,2026-08-06T04:57:00+00:00,false_positive,False,,
AL-000005232,CSE-014,AST-014-3,DoS,high,2026-08-28T03:48:00+00:00,2026-08-28T03:53:00+00:00,2026-08-28T12:37:00+00:00,benign,False,,
AL-000005233,CSE-014,AST-014-1,phishing,low,2026-08-12T14:20:00+00:00,2026-08-12T14:25:00+00:00,2026-08-12T20:56:00+00:00,true_positive,False,,
AL-000005234,CSE-014,AST-014-3,phishing,medium,2026-08-02T23:49:00+00:00,2026-08-02T23:54:00+00:00,2026-08-03T01:11:00+00:00,true_positive,False,,
AL-000005235,CSE-014,AST-014-3,DoS,medium,2026-08-07T11:58:00+00:00,2026-08-07T12:03:00+00:00,2026-08-07T14:07:00+00:00,false_positive,False,,
AL-000005236,CSE-014,AST-014-2,DoS,medium,2026-08-07T15:00:00+00:00,2026-08-07T15:05:00+00:00,2026-08-07T18:40:00+00:00,unresolved,False,,
AL-000005237,CSE-014,AST-014-3,DoS,high,2026-08-16T03:04:00+00:00,2026-08-16T03:09:00+00:00,2026-08-16T11:21:00+00:00,benign,False,,
AL-000005238,CSE-014,AST-014-3,DoS,medium,2026-08-23T10:46:00+00:00,2026-08-23T10:51:00+00:00,2026-08-23T19:51:00+00:00,false_positive,False,,
AL-000005239,CSE-014,AST-014-2,intrusion,critical,2026-08-25T12:33:00+00:00,2026-08-25T12:38:00+00:00,2026-08-25T20:33:00+00:00,true_positive,True,2026-08-25T13:03:00+00:00,
AL-000005240,CSE-014,AST-014-2,intrusion,medium,2026-08-08T02:45:00+00:00,2026-08-08T02:50:00+00:00,2026-08-08T09:28:00+00:00,false_positive,False,,
AL-000005241,CSE-014,AST-014-3,phishing,medium,2026-08-02T01:37:00+00:00,2026-08-02T01:42:00+00:00,2026-08-02T06:08:00+00:00,false_positive,False,,
AL-000005242,CSE-014,AST-014-2,DoS,low,2026-08-18T11:53:00+00:00,2026-08-18T11:58:00+00:00,2026-08-18T13:20:00+00:00,true_positive,False,,
AL-000005243,CSE-014,AST-014-3,phishing,medium,2026-08-30T11:37:00+00:00,2026-08-30T11:42:00+00:00,2026-08-30T14:03:00+00:00,false_positive,False,,
AL-000005244,CSE-014,AST-014-2,malware,medium,2026-08-15T11:29:00+00:00,2026-08-15T11:34:00+00:00,2026-08-15T18:22:00+00:00,benign,False,,
AL-000005245,CSE-014,AST-014-3,DoS,high,2026-08-07T04:34:00+00:00,2026-08-07T04:39:00+00:00,2026-08-07T12:22:00+00:00,false_positive,False,,
AL-000005246,CSE-014,AST-014-3,DoS,medium,2026-08-25T19:36:00+00:00,2026-08-25T19:41:00+00:00,2026-08-26T05:04:00+00:00,false_positive,False,,
AL-000005247,CSE-014,AST-014-2,DoS,medium,2026-08-14T11:46:00+00:00,2026-08-14T11:51:00+00:00,2026-08-14T21:41:00+00:00,true_positive,False,,
AL-000005248,CSE-014,AST-014-1,phishing,low,2026-08-10T21:52:00+00:00,2026-08-10T21:57:00+00:00,2026-08-11T05:15:00+00:00,false_positive,False,,
AL-000005249,CSE-014,AST-014-3,phishing,high,2026-08-08T15:03:00+00:00,2026-08-08T15:08:00+00:00,2026-08-08T22:35:00+00:00,true_positive,False,,
AL-000005250,CSE-014,AST-014-2,phishing,low,2026-08-08T22:06:00+00:00,2026-08-08T22:11:00+00:00,2026-08-09T02:14:00+00:00,false_positive,False,,
AL-000005251,CSE-014,AST-014-1,phishing,high,2026-08-20T15:49:00+00:00,2026-08-20T15:54:00+00:00,2026-08-20T23:44:00+00:00,benign,False,,
AL-000005252,CSE-014,AST-014-2,phishing,high,2026-08-16T18:21:00+00:00,2026-08-16T18:26:00+00:00,2026-08-17T02:58:00+00:00,benign,False,,
AL-000005253,CSE-014,AST-014-1,malware,critical,2026-08-25T01:19:00+00:00,2026-08-25T01:24:00+00:00,2026-08-25T09:06:00+00:00,false_positive,False,,
AL-000005254,CSE-014,AST-014-3,malware,low,2026-08-27T23:46:00+00:00,2026-08-27T23:51:00+00:00,2026-08-28T04:26:00+00:00,true_positive,False,,
AL-000005255,CSE-014,AST-014-1,malware,high,2026-08-24T14:33:00+00:00,2026-08-24T14:38:00+00:00,2026-08-24T22:58:00+00:00,true_positive,False,,
AL-000005256,CSE-014,AST-014-1,malware,medium,2026-08-03T06:29:00+00:00,2026-08-03T06:34:00+00:00,2026-08-03T10:08:00+00:00,false_positive,False,,
AL-000005257,CSE-014,AST-014-3,DoS,medium,2026-08-16T07:29:00+00:00,2026-08-16T07:34:00+00:00,2026-08-16T13:18:00+00:00,benign,False,,
AL-000005258,CSE-014,AST-014-3,phishing,high,2026-08-02T02:49:00+00:00,2026-08-02T02:54:00+00:00,2026-08-02T11:00:00+00:00,benign,False,,
AL-000005259,CSE-014,AST-014-2,malware,low,2026-08-23T22:08:00+00:00,2026-08-23T22:13:00+00:00,2026-08-24T05:55:00+00:00,true_positive,False,,
AL-000005260,CSE-014,AST-014-1,phishing,high,2026-08-20T02:34:00+00:00,2026-08-20T02:39:00+00:00,2026-08-20T09:58:00+00:00,true_positive,False,,
AL-000005261,CSE-014,AST-014-3,phishing,low,2026-08-18T03:16:00+00:00,2026-08-18T03:21:00+00:00,2026-08-18T05:42:00+00:00,benign,False,,
AL-000005262,CSE-014,AST-014-3,intrusion,medium,2026-08-25T17:40:00+00:00,2026-08-25T17:45:00+00:00,2026-08-25T19:24:00+00:00,benign,False,,
AL-000005263,CSE-014,AST-014-1,DoS,medium,2026-08-05T07:49:00+00:00,2026-08-05T07:54:00+00:00,2026-08-05T16:44:00+00:00,benign,False,,
AL-000005264,CSE-014,AST-014-1,intrusion,high,2026-08-26T12:22:00+00:00,2026-08-26T12:27:00+00:00,2026-08-26T20:19:00+00:00,false_positive,False,,
AL-000005265,CSE-014,AST-014-3,intrusion,critical,2026-08-29T16:34:00+00:00,2026-08-29T16:39:00+00:00,2026-08-29T23:34:00+00:00,benign,False,,
AL-000005266,CSE-014,AST-014-3,phishing,high,2026-08-24T20:40:00+00:00,2026-08-24T20:45:00+00:00,2026-08-25T05:01:00+00:00,true_positive,False,,
AL-000005267,CSE-014,AST-014-3,DoS,high,2026-08-15T13:26:00+00:00,2026-08-15T13:31:00+00:00,2026-08-15T20:37:00+00:00,benign,False,,
AL-000005268,CSE-014,AST-014-1,DoS,low,2026-08-06T12:43:00+00:00,2026-08-06T12:48:00+00:00,2026-08-06T21:58:00+00:00,benign,False,,
AL-000005269,CSE-014,AST-014-3,DoS,medium,2026-08-12T12:00:00+00:00,2026-08-12T12:05:00+00:00,2026-08-12T20:48:00+00:00,true_positive,False,,
AL-000005270,CSE-014,AST-014-1,malware,medium,2026-08-06T23:50:00+00:00,2026-08-06T23:55:00+00:00,2026-08-07T05:23:00+00:00,unresolved,False,,
AL-000005271,CSE-014,AST-014-3,DoS,low,2026-08-07T22:28:00+00:00,2026-08-07T22:33:00+00:00,2026-08-08T04:33:00+00:00,unresolved,False,,
AL-000005272,CSE-014,AST-014-1,malware,low,2026-08-07T06:53:00+00:00,2026-08-07T06:58:00+00:00,2026-08-07T15:16:00+00:00,benign,False,,
AL-000005273,CSE-014,AST-014-2,malware,low,2026-08-04T00:00:00+00:00,2026-08-04T00:05:00+00:00,2026-08-04T04:20:00+00:00,true_positive,False,,
AL-000005274,CSE-014,AST-014-1,malware,medium,2026-08-16T15:19:00+00:00,2026-08-16T15:24:00+00:00,2026-08-17T00:24:00+00:00,benign,False,,
AL-000005275,CSE-014,AST-014-3,phishing,medium,2026-08-11T22:45:00+00:00,2026-08-11T22:50:00+00:00,2026-08-12T05:12:00+00:00,true_positive,False,,
AL-000005276,CSE-014,AST-014-2,malware,medium,2026-08-29T00:18:00+00:00,2026-08-29T00:23:00+00:00,2026-08-29T04:49:00+00:00,false_positive,False,,
AL-000005277,CSE-014,AST-014-1,phishing,low,2026-08-02T14:43:00+00:00,2026-08-02T14:48:00+00:00,2026-08-02T16:02:00+00:00,benign,False,,
AL-000005278,CSE-014,AST-014-1,malware,medium,2026-08-03T17:43:00+00:00,2026-08-03T17:48:00+00:00,2026-08-04T01:51:00+00:00,false_positive,False,,
AL-000005279,CSE-014,AST-014-3,intrusion,medium,2026-08-24T00:09:00+00:00,2026-08-24T00:14:00+00:00,2026-08-24T01:53:00+00:00,false_positive,False,,
AL-000005280,CSE-014,AST-014-1,DoS,high,2026-08-14T22:00:00+00:00,2026-08-14T22:05:00+00:00,2026-08-15T06:47:00+00:00,true_positive,False,,
AL-000005281,CSE-014,AST-014-2,phishing,low,2026-08-13T19:15:00+00:00,2026-08-13T19:20:00+00:00,2026-08-13T20:34:00+00:00,true_positive,False,,
AL-000005282,CSE-014,AST-014-3,phishing,medium,2026-08-04T03:26:00+00:00,2026-08-04T03:31:00+00:00,2026-08-04T09:50:00+00:00,false_positive,False,,
AL-000005283,CSE-014,AST-014-1,malware,high,2026-08-02T09:27:00+00:00,2026-08-02T09:32:00+00:00,2026-08-02T16:27:00+00:00,false_positive,False,,
AL-000005284,CSE-014,AST-014-3,DoS,high,2026-08-19T15:27:00+00:00,2026-08-19T15:32:00+00:00,2026-08-19T23:00:00+00:00,false_positive,False,,
AL-000005285,CSE-014,AST-014-1,phishing,low,2026-08-06T10:44:00+00:00,2026-08-06T10:49:00+00:00,2026-08-06T13:24:00+00:00,false_positive,False,,
AL-000005286,CSE-014,AST-014-3,malware,low,2026-08-15T03:12:00+00:00,2026-08-15T03:17:00+00:00,2026-08-15T09:34:00+00:00,benign,False,,
AL-000005287,CSE-014,AST-014-2,phishing,low,2026-08-13T22:31:00+00:00,2026-08-13T22:36:00+00:00,2026-08-14T08:02:00+00:00,true_positive,False,,
AL-000005288,CSE-014,AST-014-1,intrusion,medium,2026-08-28T20:42:00+00:00,2026-08-28T20:47:00+00:00,2026-08-28T23:31:00+00:00,false_positive,False,,
AL-000005289,CSE-014,AST-014-3,intrusion,medium,2026-08-14T16:18:00+00:00,2026-08-14T16:23:00+00:00,2026-08-14T18:54:00+00:00,true_positive,False,,
AL-000005290,CSE-014,AST-014-1,DoS,high,2026-08-19T16:30:00+00:00,2026-08-19T16:35:00+00:00,2026-08-19T23:55:00+00:00,true_positive,False,,
AL-000005291,CSE-014,AST-014-1,DoS,low,2026-08-28T02:18:00+00:00,2026-08-28T02:23:00+00:00,2026-08-28T06:12:00+00:00,false_positive,False,,
AL-000005292,CSE-014,AST-014-1,malware,critical,2026-08-18T21:41:00+00:00,2026-08-18T21:46:00+00:00,2026-08-19T05:28:00+00:00,true_positive,True,2026-08-18T22:11:00+00:00,
